,res_id,filetype,filesize_mb,event,duration_microsec
231,resource_115,,0,resource creation,114524
232,resource_115,,0,looping overhead,97
233,resource_116,,0,resource creation,150467
234,resource_116,,0,looping overhead,93
235,resource_117,,0,resource creation,103189
236,resource_117,,0,looping overhead,100
237,resource_118,,0,resource creation,146200
238,resource_118,,0,looping overhead,111
239,resource_119,,0,resource creation,119547
240,resource_119,,0,looping overhead,118
241,resource_120,,0,resource creation,125640
242,resource_120,,0,looping overhead,116
243,resource_121,,0,resource creation,143927
244,resource_121,,0,looping overhead,135
245,resource_122,,0,resource creation,114368
246,resource_122,,0,looping overhead,105
247,resource_123,,0,resource creation,133034
248,resource_123,,0,looping overhead,112
249,resource_124,,0,resource creation,119277
250,resource_124,,0,looping overhead,143
251,resource_125,,0,resource creation,139870
252,resource_125,,0,looping overhead,95
253,resource_126,,0,resource creation,108446
254,resource_126,,0,looping overhead,102
255,resource_127,,0,resource creation,142035
256,resource_127,,0,looping overhead,115
257,resource_128,,0,resource creation,128373
258,resource_128,,0,looping overhead,125
259,resource_129,,0,resource creation,137972
260,resource_129,,0,looping overhead,114
261,resource_130,,0,resource creation,106806
262,resource_130,,0,looping overhead,178
263,resource_131,,0,resource creation,138135
264,resource_131,,0,looping overhead,96
265,resource_132,,0,resource creation,112450
266,resource_132,,0,looping overhead,120
267,resource_133,,0,resource creation,138222
268,resource_133,,0,looping overhead,120
269,resource_134,,0,resource creation,113941
270,resource_134,,0,looping overhead,125
271,resource_135,,0,resource creation,115261
272,resource_135,,0,looping overhead,117
273,resource_136,,0,resource creation,124741
274,resource_136,,0,looping overhead,127
275,resource_137,,0,resource creation,109922
276,resource_137,,0,looping overhead,105
277,resource_138,,0,resource creation,138487
278,resource_138,,0,looping overhead,100
279,resource_139,,0,resource creation,109396
280,resource_139,,0,looping overhead,104
281,resource_140,,0,resource creation,130544
282,resource_140,,0,looping overhead,89
283,resource_141,,0,resource creation,106587
284,resource_141,,0,looping overhead,105
285,resource_142,,0,resource creation,139410
286,resource_142,,0,looping overhead,88
287,resource_143,,0,resource creation,121853
288,resource_143,,0,looping overhead,96
289,resource_144,,0,resource creation,129615
290,resource_144,,0,looping overhead,91
291,resource_145,,0,resource creation,103443
292,resource_145,,0,looping overhead,97
293,resource_146,,0,resource creation,187337
294,resource_146,,0,looping overhead,96
295,resource_147,,0,resource creation,109238
296,resource_147,,0,looping overhead,100
297,resource_148,,0,resource creation,134195
298,resource_148,,0,looping overhead,107
299,resource_149,,0,resource creation,102130
300,resource_149,,0,looping overhead,92
301,resource_150,,0,resource creation,112927
302,resource_150,,0,looping overhead,92
303,resource_151,,0,resource creation,122132
304,resource_151,,0,looping overhead,97
305,resource_152,,0,resource creation,118052
306,resource_152,,0,looping overhead,89
307,resource_153,,0,resource creation,130609
308,resource_153,,0,looping overhead,124
309,resource_154,,0,resource creation,162148
310,resource_154,,0,looping overhead,110
311,resource_155,,0,resource creation,129062
312,resource_155,,0,looping overhead,98
313,resource_156,,0,resource creation,107655
314,resource_156,,0,looping overhead,93
315,resource_157,,0,resource creation,132229
316,resource_157,,0,looping overhead,111
317,resource_158,,0,resource creation,107639
318,resource_158,,0,looping overhead,103
319,resource_159,,0,resource creation,128465
320,resource_159,,0,looping overhead,140
321,resource_160,,0,resource creation,117776
322,resource_160,,0,looping overhead,101
323,resource_161,,0,resource creation,151217
324,resource_161,,0,looping overhead,110
325,resource_162,,0,resource creation,104447
326,resource_162,,0,looping overhead,90
327,resource_163,,0,resource creation,150911
328,resource_163,,0,looping overhead,93
329,resource_164,,0,resource creation,117465
330,resource_164,,0,looping overhead,140
331,resource_165,,0,resource creation,115042
332,resource_165,,0,looping overhead,112
333,resource_166,,0,resource creation,126981
334,resource_166,,0,looping overhead,120
335,resource_167,,0,resource creation,120496
336,resource_167,,0,looping overhead,155
337,resource_168,,0,resource creation,133967
338,resource_168,,0,looping overhead,153
339,resource_169,,0,resource creation,115047
340,resource_169,,0,looping overhead,128
341,resource_170,,0,resource creation,133064
342,resource_170,,0,looping overhead,89
343,resource_171,,0,resource creation,108932
344,resource_171,,0,looping overhead,114
345,resource_172,,0,resource creation,131129
346,resource_172,,0,looping overhead,88
347,resource_173,,0,resource creation,111905
348,resource_173,,0,looping overhead,94
349,resource_174,,0,resource creation,124574
350,resource_174,,0,looping overhead,93
351,resource_175,,0,resource creation,104958
352,resource_175,,0,looping overhead,92
353,resource_176,,0,resource creation,136331
354,resource_176,,0,looping overhead,101
355,resource_177,,0,resource creation,109336
356,resource_177,,0,looping overhead,95
357,resource_178,,0,resource creation,135009
358,resource_178,,0,looping overhead,91
359,resource_179,,0,resource creation,118530
360,resource_179,,0,looping overhead,104
361,resource_180,,0,resource creation,110502
362,resource_180,,0,looping overhead,112
363,resource_181,,0,resource creation,123631
364,resource_181,,0,looping overhead,96
365,resource_182,,0,resource creation,113366
366,resource_182,,0,looping overhead,98
367,resource_183,,0,resource creation,138046
368,resource_183,,0,looping overhead,99
369,resource_184,,0,resource creation,109914
370,resource_184,,0,looping overhead,124
371,resource_185,,0,resource creation,127521
372,resource_185,,0,looping overhead,138
373,resource_186,,0,resource creation,151977
374,resource_186,,0,looping overhead,92
375,resource_187,,0,resource creation,155593
376,resource_187,,0,looping overhead,97
377,resource_188,,0,resource creation,170122
378,resource_188,,0,looping overhead,112
379,resource_189,,0,resource creation,184504
380,resource_189,,0,looping overhead,146
381,resource_190,,0,resource creation,146165
382,resource_190,,0,looping overhead,169
383,resource_191,,0,resource creation,427494
384,resource_191,,0,looping overhead,114
385,resource_192,,0,resource creation,164802
386,resource_192,,0,looping overhead,161
387,resource_193,,0,resource creation,164985
388,resource_193,,0,looping overhead,166
389,resource_194,,0,resource creation,135749
390,resource_194,,0,looping overhead,99
391,resource_195,,0,resource creation,123110
392,resource_195,,0,looping overhead,118
393,resource_196,,0,resource creation,143931
394,resource_196,,0,looping overhead,109
395,resource_197,,0,resource creation,132460
396,resource_197,,0,looping overhead,113
397,resource_198,,0,resource creation,147097
398,resource_198,,0,looping overhead,134
399,resource_199,,0,resource creation,119117
400,resource_199,,0,looping overhead,106
401,resource_200,,0,resource creation,129923
402,resource_200,,0,looping overhead,129
403,resource_201,,0,resource creation,111870
404,resource_201,,0,looping overhead,98
405,resource_202,,0,resource creation,140910
406,resource_202,,0,looping overhead,99
407,resource_203,,0,resource creation,119533
408,resource_203,,0,looping overhead,128
409,resource_204,,0,resource creation,136246
410,resource_204,,0,looping overhead,113
411,resource_205,,0,resource creation,120878
412,resource_205,,0,looping overhead,120
413,resource_206,,0,resource creation,167363
414,resource_206,,0,looping overhead,181
415,resource_207,,0,resource creation,118346
416,resource_207,,0,looping overhead,119
417,resource_208,,0,resource creation,139237
418,resource_208,,0,looping overhead,103
419,resource_209,,0,resource creation,110609
420,resource_209,,0,looping overhead,102
421,resource_210,,0,resource creation,125349
422,resource_210,,0,looping overhead,103
423,resource_211,,0,resource creation,124755
424,resource_211,,0,looping overhead,101
425,resource_212,,0,resource creation,111626
426,resource_212,,0,looping overhead,116
427,resource_213,,0,resource creation,141024
428,resource_213,,0,looping overhead,95
429,resource_214,,0,resource creation,122256
430,resource_214,,0,looping overhead,110
431,resource_215,,0,resource creation,135972
432,resource_215,,0,looping overhead,93
433,resource_216,,0,resource creation,112468
434,resource_216,,0,looping overhead,95
435,resource_217,,0,resource creation,136323
436,resource_217,,0,looping overhead,95
437,resource_218,,0,resource creation,114565
438,resource_218,,0,looping overhead,104
439,resource_219,,0,resource creation,129813
440,resource_219,,0,looping overhead,125
441,resource_220,,0,resource creation,108791
442,resource_220,,0,looping overhead,95
443,resource_221,,0,resource creation,182317
444,resource_221,,0,looping overhead,96
445,resource_222,,0,resource creation,112372
446,resource_222,,0,looping overhead,94
447,resource_223,,0,resource creation,139613
448,resource_223,,0,looping overhead,99
449,resource_224,,0,resource creation,108917
450,resource_224,,0,looping overhead,114
451,resource_225,,0,resource creation,110162
452,resource_225,,0,looping overhead,107
453,resource_226,,0,resource creation,116115
454,resource_226,,0,looping overhead,125
455,resource_227,,0,resource creation,110667
456,resource_227,,0,looping overhead,123
457,resource_228,,0,resource creation,137736
458,resource_228,,0,looping overhead,101
459,resource_229,,0,resource creation,154058
460,resource_229,,0,looping overhead,101
461,resource_230,,0,resource creation,129691
462,resource_230,,0,looping overhead,103
463,resource_231,,0,resource creation,109348
464,resource_231,,0,looping overhead,112
465,resource_232,,0,resource creation,143939
466,resource_232,,0,looping overhead,96
467,resource_233,,0,resource creation,117446
468,resource_233,,0,looping overhead,96
469,resource_234,,0,resource creation,130048
470,resource_234,,0,looping overhead,98
471,resource_235,,0,resource creation,101824
472,resource_235,,0,looping overhead,96
473,resource_236,,0,resource creation,133908
474,resource_236,,0,looping overhead,95
475,resource_237,,0,resource creation,104719
476,resource_237,,0,looping overhead,91
477,resource_238,,0,resource creation,131395
478,resource_238,,0,looping overhead,88
479,resource_239,,0,resource creation,98887
480,resource_239,,0,looping overhead,92
481,resource_240,,0,resource creation,109699
482,resource_240,,0,looping overhead,90
483,resource_241,,0,resource creation,120690
484,resource_241,,0,looping overhead,94
485,resource_242,,0,resource creation,130348
486,resource_242,,0,looping overhead,97
487,resource_243,,0,resource creation,143624
488,resource_243,,0,looping overhead,103
489,resource_244,,0,resource creation,112897
490,resource_244,,0,looping overhead,101
491,resource_245,,0,resource creation,124789
492,resource_245,,0,looping overhead,95
493,resource_246,,0,resource creation,99754
494,resource_246,,0,looping overhead,100
495,resource_247,,0,resource creation,133703
496,resource_247,,0,looping overhead,101
497,resource_248,,0,resource creation,109864
498,resource_248,,0,looping overhead,112
499,resource_249,,0,resource creation,124089
500,resource_249,,0,looping overhead,87
501,resource_250,,0,resource creation,113086
502,resource_250,,0,looping overhead,94
503,resource_251,,0,resource creation,147126
504,resource_251,,0,looping overhead,95
505,resource_252,,0,resource creation,106083
506,resource_252,,0,looping overhead,102
507,resource_253,,0,resource creation,131801
508,resource_253,,0,looping overhead,88
509,resource_254,,0,resource creation,106324
510,resource_254,,0,looping overhead,95
511,resource_255,,0,resource creation,112360
512,resource_255,,0,looping overhead,108
513,resource_256,,0,resource creation,117851
514,resource_256,,0,looping overhead,118
515,resource_257,,0,resource creation,106557
516,resource_257,,0,looping overhead,95
517,resource_258,,0,resource creation,133277
518,resource_258,,0,looping overhead,87
519,resource_259,,0,resource creation,114939
520,resource_259,,0,looping overhead,92
521,resource_260,,0,resource creation,132848
522,resource_260,,0,looping overhead,94
523,resource_261,,0,resource creation,107024
524,resource_261,,0,looping overhead,106
525,resource_262,,0,resource creation,178786
526,resource_262,,0,looping overhead,142
527,resource_263,,0,resource creation,107427
528,resource_263,,0,looping overhead,98
529,resource_264,,0,resource creation,127858
530,resource_264,,0,looping overhead,94
531,resource_265,,0,resource creation,101055
532,resource_265,,0,looping overhead,99
533,resource_266,,0,resource creation,132847
534,resource_266,,0,looping overhead,93
535,resource_267,,0,resource creation,109407
536,resource_267,,0,looping overhead,92
537,resource_268,,0,resource creation,136561
538,resource_268,,0,looping overhead,91
539,resource_269,,0,resource creation,111321
540,resource_269,,0,looping overhead,97
541,resource_270,,0,resource creation,155536
542,resource_270,,0,looping overhead,103
543,resource_271,,0,resource creation,113332
544,resource_271,,0,looping overhead,93
545,resource_272,,0,resource creation,107565
546,resource_272,,0,looping overhead,92
547,resource_273,,0,resource creation,132205
548,resource_273,,0,looping overhead,95
549,resource_274,,0,resource creation,111904
550,resource_274,,0,looping overhead,92
551,resource_275,,0,resource creation,125601
552,resource_275,,0,looping overhead,93
553,resource_276,,0,resource creation,109182
554,resource_276,,0,looping overhead,97
555,resource_277,,0,resource creation,147761
556,resource_277,,0,looping overhead,106
557,resource_278,,0,resource creation,122407
558,resource_278,,0,looping overhead,96
559,resource_279,,0,resource creation,125325
560,resource_279,,0,looping overhead,90
561,resource_280,,0,resource creation,101693
562,resource_280,,0,looping overhead,92
563,resource_281,,0,resource creation,141769
564,resource_281,,0,looping overhead,88
565,resource_282,,0,resource creation,109889
566,resource_282,,0,looping overhead,94
567,resource_283,,0,resource creation,131589
568,resource_283,,0,looping overhead,91
569,resource_284,,0,resource creation,112544
570,resource_284,,0,looping overhead,93
571,resource_285,,0,resource creation,143863
572,resource_285,,0,looping overhead,94
573,resource_286,,0,resource creation,136766
574,resource_286,,0,looping overhead,91
575,resource_287,,0,resource creation,131499
576,resource_287,,0,looping overhead,120
577,resource_288,,0,resource creation,138174
578,resource_288,,0,looping overhead,90
579,resource_289,,0,resource creation,108071
580,resource_289,,0,looping overhead,97
581,resource_290,,0,resource creation,120768
582,resource_290,,0,looping overhead,118
583,resource_291,,0,resource creation,107132
584,resource_291,,0,looping overhead,128
585,resource_292,,0,resource creation,175402
586,resource_292,,0,looping overhead,114
587,resource_293,,0,resource creation,127798
588,resource_293,,0,looping overhead,134
589,resource_294,,0,resource creation,160769
590,resource_294,,0,looping overhead,95
591,resource_295,,0,resource creation,122497
592,resource_295,,0,looping overhead,142
593,resource_296,,0,resource creation,176510
594,resource_296,,0,looping overhead,121
595,resource_297,,0,resource creation,144991
596,resource_297,,0,looping overhead,129
597,resource_298,,0,resource creation,190517
598,resource_298,,0,looping overhead,149
599,resource_299,,0,resource creation,147706
600,resource_299,,0,looping overhead,165
601,resource_300,,0,resource creation,287308
602,resource_300,,0,looping overhead,170
603,resource_301,,0,resource creation,132132
604,resource_301,,0,looping overhead,158
605,resource_302,,0,resource creation,126544
606,resource_302,,0,looping overhead,118
607,resource_303,,0,resource creation,134982
608,resource_303,,0,looping overhead,115
609,resource_304,,0,resource creation,127393
610,resource_304,,0,looping overhead,102
611,resource_305,,0,resource creation,161848
612,resource_305,,0,looping overhead,99
613,resource_306,,0,resource creation,210066
614,resource_306,,0,looping overhead,129
615,resource_307,,0,resource creation,166281
616,resource_307,,0,looping overhead,136
617,resource_308,,0,resource creation,120768
618,resource_308,,0,looping overhead,109
619,resource_309,,0,resource creation,149644
620,resource_309,,0,looping overhead,123
621,resource_310,,0,resource creation,118617
622,resource_310,,0,looping overhead,109
623,resource_311,,0,resource creation,150812
624,resource_311,,0,looping overhead,129
625,resource_312,,0,resource creation,110328
626,resource_312,,0,looping overhead,101
627,resource_313,,0,resource creation,147790
628,resource_313,,0,looping overhead,107
629,resource_314,,0,resource creation,123558
630,resource_314,,0,looping overhead,109
631,resource_315,,0,resource creation,130606
632,resource_315,,0,looping overhead,117
633,resource_316,,0,resource creation,115937
634,resource_316,,0,looping overhead,115
635,resource_317,,0,resource creation,120245
636,resource_317,,0,looping overhead,116
637,resource_318,,0,resource creation,133329
638,resource_318,,0,looping overhead,122
639,resource_319,,0,resource creation,123336
640,resource_319,,0,looping overhead,109
641,resource_320,,0,resource creation,129313
642,resource_320,,0,looping overhead,102
643,resource_321,,0,resource creation,112326
644,resource_321,,0,looping overhead,105
645,resource_322,,0,resource creation,147015
646,resource_322,,0,looping overhead,99
647,resource_323,,0,resource creation,130363
648,resource_323,,0,looping overhead,101
649,resource_324,,0,resource creation,142468
650,resource_324,,0,looping overhead,97
651,resource_325,,0,resource creation,114524
652,resource_325,,0,looping overhead,109
653,resource_326,,0,resource creation,141600
654,resource_326,,0,looping overhead,128
655,resource_327,,0,resource creation,115179
656,resource_327,,0,looping overhead,118
657,resource_328,,0,resource creation,144984
658,resource_328,,0,looping overhead,118
659,resource_329,,0,resource creation,116179
660,resource_329,,0,looping overhead,129
661,resource_330,,0,resource creation,127167
662,resource_330,,0,looping overhead,125
663,resource_331,,0,resource creation,136133
664,resource_331,,0,looping overhead,143
665,resource_332,,0,resource creation,131242
666,resource_332,,0,looping overhead,114
667,resource_333,,0,resource creation,130857
668,resource_333,,0,looping overhead,99
669,resource_334,,0,resource creation,116347
670,resource_334,,0,looping overhead,96
671,resource_335,,0,resource creation,131768
672,resource_335,,0,looping overhead,100
673,resource_336,,0,resource creation,178397
674,resource_336,,0,looping overhead,101
675,resource_337,,0,resource creation,140965
676,resource_337,,0,looping overhead,98
677,resource_338,,0,resource creation,120514
678,resource_338,,0,looping overhead,110
679,resource_339,,0,resource creation,141404
680,resource_339,,0,looping overhead,99
681,resource_340,,0,resource creation,120041
682,resource_340,,0,looping overhead,97
683,resource_341,,0,resource creation,152265
684,resource_341,,0,looping overhead,164
685,resource_342,,0,resource creation,110965
686,resource_342,,0,looping overhead,96
687,resource_343,,0,resource creation,190028
688,resource_343,,0,looping overhead,101
689,resource_344,,0,resource creation,110192
690,resource_344,,0,looping overhead,102
691,resource_345,,0,resource creation,121682
692,resource_345,,0,looping overhead,102
693,resource_346,,0,resource creation,128711
694,resource_346,,0,looping overhead,104
695,resource_347,,0,resource creation,119937
696,resource_347,,0,looping overhead,96
697,resource_348,,0,resource creation,141703
698,resource_348,,0,looping overhead,101
699,resource_349,,0,resource creation,136684
700,resource_349,,0,looping overhead,106
701,resource_350,,0,resource creation,377572
702,resource_350,,0,looping overhead,107
703,resource_351,,0,resource creation,122117
704,resource_351,,0,looping overhead,107
705,resource_352,,0,resource creation,300379
706,resource_352,,0,looping overhead,135
707,resource_353,,0,resource creation,159106
708,resource_353,,0,looping overhead,143
709,resource_354,,0,resource creation,181300
710,resource_354,,0,looping overhead,137
711,resource_355,,0,resource creation,169879
712,resource_355,,0,looping overhead,183
713,resource_356,,0,resource creation,182919
714,resource_356,,0,looping overhead,160
715,resource_357,,0,resource creation,148346
716,resource_357,,0,looping overhead,130
717,resource_358,,0,resource creation,160967
718,resource_358,,0,looping overhead,97
719,resource_359,,0,resource creation,135508
720,resource_359,,0,looping overhead,173
721,resource_360,,0,resource creation,136119
722,resource_360,,0,looping overhead,133
723,resource_361,,0,resource creation,129045
724,resource_361,,0,looping overhead,109
725,resource_362,,0,resource creation,120831
726,resource_362,,0,looping overhead,131
727,resource_363,,0,resource creation,134192
728,resource_363,,0,looping overhead,134
729,resource_364,,0,resource creation,123549
730,resource_364,,0,looping overhead,121
731,resource_365,,0,resource creation,132160
732,resource_365,,0,looping overhead,110
733,resource_366,,0,resource creation,118331
734,resource_366,,0,looping overhead,102
735,resource_367,,0,resource creation,169007
736,resource_367,,0,looping overhead,117
737,resource_368,,0,resource creation,210076
738,resource_368,,0,looping overhead,118
739,resource_369,,0,resource creation,143290
740,resource_369,,0,looping overhead,153
741,resource_370,,0,resource creation,109797
742,resource_370,,0,looping overhead,129
743,resource_371,,0,resource creation,166760
744,resource_371,,0,looping overhead,113
745,resource_372,,0,resource creation,730184
746,resource_372,,0,looping overhead,142
747,resource_373,,0,resource creation,371094
748,resource_373,,0,looping overhead,162
749,resource_374,,0,resource creation,178028
750,resource_374,,0,looping overhead,191
751,resource_375,,0,resource creation,168152
752,resource_375,,0,looping overhead,138
753,resource_376,,0,resource creation,179706
754,resource_376,,0,looping overhead,181
755,resource_377,,0,resource creation,136323
756,resource_377,,0,looping overhead,166
757,resource_378,,0,resource creation,152354
758,resource_378,,0,looping overhead,108
759,resource_379,,0,resource creation,123000
760,resource_379,,0,looping overhead,100
761,resource_380,,0,resource creation,146774
762,resource_380,,0,looping overhead,151
763,resource_381,,0,resource creation,124270
764,resource_381,,0,looping overhead,139
765,resource_382,,0,resource creation,155515
766,resource_382,,0,looping overhead,120
767,resource_383,,0,resource creation,115841
768,resource_383,,0,looping overhead,101
769,resource_384,,0,resource creation,142665
770,resource_384,,0,looping overhead,140
771,resource_385,,0,resource creation,159089
772,resource_385,,0,looping overhead,138
773,resource_386,,0,resource creation,246734
